Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x1130,Elizabethr,37,846-60-3664,_______,2023-07-01
CUS_0x11d1,Jennifer Ablans,25,#F%$D@*&8,Mechanic,2023-07-01
CUS_0x11eb,Millikenw,3553,032-85-4630,_______,2023-07-01
CUS_0x120c,James Regann,15,212-98-0232,Scientist,2023-07-01
CUS_0x124a,B.d,28,591-07-8373,Developer,2023-07-01
CUS_0x12ce,John McCrankz,42,460-15-2731,Accountant,2023-07-01
CUS_0x13b0,Doug Palmerl,33,724-94-0404,Entrepreneur,2023-07-01
CUS_0x13d6,Michaelk,44,502-34-9558,Engineer,2023-07-01
CUS_0x13de,Scottx,35,298-78-5836,Lawyer,2023-07-01
CUS_0x13ec,Gabriel Wildauu,55,840-30-6552,Engineer,2023-07-01
CUS_0x13f6,Levinea,46,178-96-0125,Entrepreneur,2023-07-01
CUS_0x14a3,Prustyx,-500,642-06-3189,Media_Manager,2023-07-01
CUS_0x14b3,Georged,54,109-01-0234,Lawyer,2023-07-01
CUS_0x14b9,Silvia Aloisit,30,035-83-1012,Architect,2023-07-01
CUS_0x150c,Robd,21,008-81-3367,Mechanic,2023-07-01
CUS_0x15e7,Yimou Leeh,16,948-92-5850,Media_Manager,2023-07-01
CUS_0x1647,Caroline Valetkevitchb,19_,747-79-7877,Lawyer,2023-07-01
CUS_0x165e,Schnurrn,30,185-36-2802,Doctor,2023-07-01
CUS_0x17e8,Koh Guii,35,092-76-3178,Mechanic,2023-07-01
CUS_0x17f0,Luke Jeffsl,26,097-85-1090,Scientist,2023-07-01
CUS_0x182d,Smiths,26,344-73-9102,Entrepreneur,2023-07-01
CUS_0x184c,Goelr,21,330-09-7564,_______,2023-07-01
CUS_0x1863,Vinocurw,54,316-92-2785,Manager,2023-07-01
CUS_0x193b,Guiy,16,044-37-0803,Lawyer,2023-07-01
CUS_0x1986,Kaori Kanekot,53,136-39-0495,Teacher,2023-07-01
CUS_0x1a16,Leahb,34,316-83-4105,_______,2023-07-01
CUS_0x1a44,Alanp,44,990-15-5111,Mechanic,2023-07-01
CUS_0x1aeb,Dane,19,256-19-0938,Teacher,2023-07-01
CUS_0x1b71,Sonali Paulk,29,899-16-9688,Architect,2023-07-01
CUS_0x1c79,Lashb,45,699-49-5543,Engineer,2023-07-01
CUS_0x1d7b,Svea Herbst-Baylissq,19,512-27-0955,Engineer,2023-07-01
CUS_0x1dad,C.o,22_,021-69-2391,Architect,2023-07-01
CUS_0x1e51,Raymondl,32,887-23-0031,Entrepreneur,2023-07-01
CUS_0x1ec5,Jonathan Leffd,34,042-68-5885,Accountant,2023-07-01
CUS_0x1f04,rob,38,387-02-5364,Manager,2023-07-01
CUS_0x2038,Daria Sito-Sucicd,33,563-29-1145,_______,2023-07-01
CUS_0x2064,Terry Baynesh,20,431-84-9907,Scientist,2023-07-01
CUS_0x2112,Leungi,32,#F%$D@*&8,Writer,2023-07-01
CUS_0x2184,Goldsteinv,18,496-44-5947,Media_Manager,2023-07-01
CUS_0x21e4,Clairey,28,677-77-2825,Entrepreneur,2023-07-01
CUS_0x2243,Kevin Yaow,26,566-70-7188,Scientist,2023-07-01
CUS_0x2283,Bartr,21,786-14-0940,Media_Manager,2023-07-01
CUS_0x24af,Gilles Guillaumef,37,282-99-3136,Mechanic,2023-07-01
CUS_0x24cc,Kate Holtonv,30,574-39-8582,Writer,2023-07-01
CUS_0x24e8,Rachelle Younglaig,41,418-89-9094,Media_Manager,2023-07-01
CUS_0x24e9,Rf,31,990-12-9600,Manager,2023-07-01
CUS_0x24f8,Harryp,42,429-74-0774,Writer,2023-07-01
CUS_0x2517,Griffithsi,16,203-07-7505,Teacher,2023-07-01
CUS_0x2590,Michelleg,20,717-54-8782,Engineer,2023-07-01
CUS_0x2662,Dorfmanf,34,071-40-3808,Manager,2023-07-01
CUS_0x26a9,Vlastelicac,27,073-62-9451,Media_Manager,2023-07-01
CUS_0x2784,Matthieu Protardo,33,477-65-5868,Architect,2023-07-01
CUS_0x282b,Mikolajczakp,36,#F%$D@*&8,Accountant,2023-07-01
CUS_0x28a7,N.t,31,969-11-1053,Media_Manager,2023-07-01
CUS_0x28d8,Wachtelg,29,096-79-8281,Developer,2023-07-01
CUS_0x2910,MacLellank,22,317-09-6933,Architect,2023-07-01
CUS_0x2bf4,Neil Maidmentl,53,206-02-5700,Lawyer,2023-07-01
CUS_0x2c5b,Supriatnah,23,138-72-0416,Scientist,2023-07-01
CUS_0x2ce1,Aung Hlai,33,607-25-6092,Doctor,2023-07-01
CUS_0x2d05,Richard Leongj,36,#F%$D@*&8,Media_Manager,2023-07-01
CUS_0x2d78,Seetharamann,43,622-94-8955,Media_Manager,2023-07-01
CUS_0x2d98,Angela Moond,42,927-78-1000,Engineer,2023-07-01
CUS_0x2df8,Alexei Oreskovicw,27,214-58-4052,Musician,2023-07-01
CUS_0x2ed0,ray,26,#F%$D@*&8,Lawyer,2023-07-01
CUS_0x2f59,Silhae,30_,372-34-8477,Accountant,2023-07-01
CUS_0x2f7b,Vaughanq,44,879-63-4182,Mechanic,2023-07-01
CUS_0x2fe4,Doug Palmerj,32,284-09-4067,Accountant,2023-07-01
CUS_0x30eb,Elvinah,18,705-82-0366,Entrepreneur,2023-07-01
CUS_0x310f,Dina Kyriakidous,45,892-47-5831,Mechanic,2023-07-01
CUS_0x317e,Jennifery,19,527-06-4214,Mechanic,2023-07-01
CUS_0x318d,Orank,38,#F%$D@*&8,Scientist,2023-07-01
CUS_0x31b2,Ajith,25,552-70-4063,Engineer,2023-07-01
CUS_0x31bd,Kiharag,21,695-82-0727,Engineer,2023-07-01
CUS_0x3221,Edward Krudya,36,450-93-8421,Mechanic,2023-07-01
CUS_0x3237,Tomg,19,066-87-9187,Media_Manager,2023-07-01
CUS_0x327d,Hetznerp,41,898-35-4224,Lawyer,2023-07-01
CUS_0x32a7,Lucyx,44,181-41-3727,Journalist,2023-07-01
CUS_0x334d,Bullm,23,609-56-6241,Entrepreneur,2023-07-01
CUS_0x33ce,Thukralr,43,442-25-8016,Architect,2023-07-01
CUS_0x33da,James Tophamn,55,911-49-3124,Writer,2023-07-01
CUS_0x3420,Sarah N.o,36,411-61-2585,Musician,2023-07-01
CUS_0x3442,enf,47,037-66-1131,Scientist,2023-07-01
CUS_0x3475,Fletcherl,27,271-20-5461,Musician,2023-07-01
CUS_0x35ac,Giseldaa,30,973-19-0864,Architect,2023-07-01
CUS_0x35c3,Michelle Nicholsr,34,278-60-7972,Musician,2023-07-01
CUS_0x366b,Soyoung Kimi,40_,012-91-5006,Doctor,2023-07-01
CUS_0x3672,Jonathan Stempelr,37,398-41-4421,Mechanic,2023-07-01
CUS_0x36bb,Elinor Comlaye,37,837-45-5178,Journalist,2023-07-01
CUS_0x374a,Luciau,3274,424-21-8795,Mechanic,2023-07-01
CUS_0x3868,Gerryv,34,916-37-8123,_______,2023-07-01
CUS_0x386e,Shirbonh,22,610-24-1396,Scientist,2023-07-01
CUS_0x38d8,Nishant Kumart,24,467-02-8866,Accountant,2023-07-01
CUS_0x3992,Ann Saphiri,28,218-97-2428,Mechanic,2023-07-01
CUS_0x3a1b,Rossg,43,250-09-2815,Manager,2023-07-01
CUS_0x3a4d,Tim McLaughlinw,18,075-17-7733,_______,2023-07-01
CUS_0x3aa8,Rigbym,20,730-30-0827,Engineer,2023-07-01
CUS_0x3adb,Wanfeng Zhouw,27,160-10-4534,Architect,2023-07-01
CUS_0x3b66,Sophie Sassardp,23_,551-02-1303,Musician,2023-07-01
CUS_0x3bc7,Emmottg,43,799-75-6293,Engineer,2023-07-01
CUS_0x3bdb,Jonathanh,49,145-16-1646,Mechanic,2023-07-01
CUS_0x3c21,Cinellie,18,599-76-2938,Teacher,2023-07-01
CUS_0x3c51,Lesleyd,52,455-21-1131,Media_Manager,2023-07-01
CUS_0x3cc3,Poornimao,53_,759-88-5604,Engineer,2023-07-01
CUS_0x3d3d,Henning Gloysteinx,27,898-07-2009,Scientist,2023-07-01
CUS_0x3d53,Dominique Vidalony,29,341-94-4616,Developer,2023-07-01
CUS_0x3d64,Carrick Mollenkampv,45,038-92-0094,Engineer,2023-07-01
CUS_0x3da0,Luke Bakers,47,670-72-0248,Journalist,2023-07-01
CUS_0x3ddc,Jackie Rangej,52,934-11-6218,Musician,2023-07-01
CUS_0x3e1a,Rothackery,27,939-10-6883,Accountant,2023-07-01
CUS_0x3e5d,Barrj,35,982-27-6787,_______,2023-07-01
CUS_0x3ea1,Shalal-Esae,45,084-97-6761,Writer,2023-07-01
CUS_0x3f0,Koht,37,802-19-4704,Developer,2023-07-01
CUS_0x3f51,Emmottn,31,#F%$D@*&8,Engineer,2023-07-01
CUS_0x3f68,Zeba Siddiquir,21,380-00-1423,Engineer,2023-07-01
CUS_0x3f97,Strupczewskid,29,083-91-7118,Doctor,2023-07-01
