Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x100b,Shirboni,19,#F%$D@*&8,Media_Manager,2024-03-01
CUS_0x1096,Edward Krudyk,43,228-65-4194,Lawyer,2024-03-01
CUS_0x111c,Deepaa,24_,420-66-8144,Journalist,2024-03-01
CUS_0x112d,James Daveyt,22,774-29-5843,Accountant,2024-03-01
CUS_0x1204,Lashg,46_,741-78-3585,Writer,2024-03-01
CUS_0x12af,Marius Zahariao,37,430-21-6270,Manager,2024-03-01
CUS_0x12cb,Sakarif,39,075-60-6485,Writer,2024-03-01
CUS_0x12fc,illo,18,439-29-4580,Manager,2024-03-01
CUS_0x144c,Karen Freifelde,53,317-80-3283,Mechanic,2024-03-01
CUS_0x1546,Ryanh,17,078-43-8169,Engineer,2024-03-01
CUS_0x1591,Olivia Oranh,20,352-06-6563,Writer,2024-03-01
CUS_0x15d5,Grantq,24,296-39-6431,Teacher,2024-03-01
CUS_0x15d9,Edwine,34,595-11-4463,Doctor,2024-03-01
CUS_0x1695,Svea Herbst-Baylissx,28,947-47-2443,Engineer,2024-03-01
CUS_0x16b4,Mahmoudn,37,171-24-2247,Lawyer,2024-03-01
CUS_0x1713,Jessica Wohlr,32,186-82-0006,Musician,2024-03-01
CUS_0x1871,Groomj,25,245-31-5920,Lawyer,2024-03-01
CUS_0x18d8,Nishant Kumarf,37,584-59-3676,Accountant,2024-03-01
CUS_0x18e5,Zieminskih,34,958-83-8767,Architect,2024-03-01
CUS_0x1931,Jonathan Stempelt,18,954-05-2870,Lawyer,2024-03-01
CUS_0x19b0,Arunat,38,523-76-9027,Writer,2024-03-01
CUS_0x19b2,Rebecca Hamiltonx,38,469-26-7362,Developer,2024-03-01
CUS_0x19c9,Cableo,31_,534-54-1028,Entrepreneur,2024-03-01
CUS_0x19cc,John McCrankb,886,077-67-6966,Entrepreneur,2024-03-01
CUS_0x19f3,Ryan Vlastelicak,32,940-10-6588,Entrepreneur,2024-03-01
CUS_0x1ac0,Rick Rothackerd,37,728-34-9997,Doctor,2024-03-01
CUS_0x1ac9,Seetharamanx,30,815-80-6961,_______,2024-03-01
CUS_0x1b0b,Rick Rothackerv,28,001-67-3534,Manager,2024-03-01
CUS_0x1b21,Jason Langez,27,382-04-7153,_______,2024-03-01
CUS_0x1b97,Ransdell Piersonm,18,543-81-0130,Entrepreneur,2024-03-01
CUS_0x1d85,Daniely,33,057-78-0785,Engineer,2024-03-01
CUS_0x1e63,Aileen Wangy,37,341-75-1132,_______,2024-03-01
CUS_0x1ebb,Georges,28,092-56-0694,Writer,2024-03-01
CUS_0x20b2,Petert,33,#F%$D@*&8,Accountant,2024-03-01
CUS_0x20f3,Gavind,35,898-99-9373,Architect,2024-03-01
CUS_0x2176,Denny Thomasl,37,308-31-8537,Writer,2024-03-01
CUS_0x21f4,Flynnq,55,587-32-3592,Doctor,2024-03-01
CUS_0x224a,Bartzm,55,612-13-5545,Teacher,2024-03-01
CUS_0x2267,Rigbyv,43,322-94-2134,_______,2024-03-01
CUS_0x2270,imartea,35,075-00-2076,Scientist,2024-03-01
CUS_0x2308,ra Ulmeru,23,853-72-0269,Lawyer,2024-03-01
CUS_0x2346,Chanu,32,918-83-4696,Accountant,2024-03-01
CUS_0x23a1,Herbert Lasho,23,567-97-0729,Mechanic,2024-03-01
CUS_0x23d6,Conor Humphriesi,19,708-94-3434,Journalist,2024-03-01
CUS_0x2425,Hepherh,25,735-48-2138,Developer,2024-03-01
CUS_0x2508,Kiharan,45,811-51-3882,Musician,2024-03-01
CUS_0x25b0,Ransdell Piersonk,31,686-89-7086,Teacher,2024-03-01
CUS_0x2646,ewich Billk,45,261-90-8736,Journalist,2024-03-01
CUS_0x2653,Langeu,35,508-35-4856,_______,2024-03-01
CUS_0x2717,Spiceri,31,617-86-7354,_______,2024-03-01
CUS_0x2730,Paul Carrelb,39,272-36-5834,Engineer,2024-03-01
CUS_0x2731,Foo Yunp,54,721-95-6535,Teacher,2024-03-01
CUS_0x2788,Doriss,49,024-45-5113,Writer,2024-03-01
CUS_0x27ab,Annc,30,626-43-7937,Media_Manager,2024-03-01
CUS_0x27e5,Gerryf,21,373-40-0600,Media_Manager,2024-03-01
CUS_0x2824,Herskovitzb,19,501-69-4060,_______,2024-03-01
