Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x103e,Tim Kellyf,40,155-72-8070,Scientist,2024-12-01
CUS_0x1195,Alexk,31,822-48-3629,Manager,2024-12-01
CUS_0x1197,Nayako,28,799-23-8283,_______,2024-12-01
CUS_0x11e2,Valetkevitchr,34,809-04-1419,Musician,2024-12-01
CUS_0x11ec,William Schombergh,34,417-74-2163,Journalist,2024-12-01
CUS_0x1234,Carrickn,24,101-01-2307,Musician,2024-12-01
CUS_0x1354,N.p,24,432-99-3925,Entrepreneur,2024-12-01
CUS_0x137d,Frencho,33,193-22-4579,Media_Manager,2024-12-01
CUS_0x1437,Emilyb,46,865-46-7860,Scientist,2024-12-01
CUS_0x143d,Joneso,27,797-30-1627,Scientist,2024-12-01
CUS_0x144d,Dokoupill,23,269-66-4319,Mechanic,2024-12-01
CUS_0x1458,Harro Tenk,6657,222-55-6808,Developer,2024-12-01
CUS_0x14f4,Richardc,23_,870-88-0893,Developer,2024-12-01
CUS_0x151b,Allison Martelln,344,224-45-3294,Journalist,2024-12-01
CUS_0x1542,James Regans,43,946-39-9629,Engineer,2024-12-01
CUS_0x1563,Scottc,16,303-54-9202,Developer,2024-12-01
CUS_0x15df,Whiteb,29,472-10-4696,Manager,2024-12-01
CUS_0x1613,Anna Driveru,33,572-19-1320,Accountant,2024-12-01
CUS_0x164f,McCrankk,31,810-03-9800,Architect,2024-12-01
CUS_0x1765,Harryw,32,966-30-5287,Engineer,2024-12-01
CUS_0x17d7,Polansekz,41_,768-24-1090,Scientist,2024-12-01
CUS_0x1833,Wolfc,49,277-68-3924,Architect,2024-12-01
CUS_0x1852,Temple-Wests,39,350-44-7688,Architect,2024-12-01
CUS_0x18bc,Lauraq,41,653-29-6403,Engineer,2024-12-01
CUS_0x18ca,Seetharamank,46,#F%$D@*&8,Engineer,2024-12-01
CUS_0x18fd,Ferreira-Marquest,43,885-14-1406,_______,2024-12-01
CUS_0x1948,Jonathan Cablew,-500,914-66-3208,Accountant,2024-12-01
CUS_0x19a0,Jacobsg,39,564-87-3414,Scientist,2024-12-01
CUS_0x1a00,Mendoncai,30,407-05-1951,Manager,2024-12-01
CUS_0x1a61,Stempelw,19,958-80-8887,Manager,2024-12-01
CUS_0x1bde,en Hirschlere,36,027-51-8010,Manager,2024-12-01
CUS_0x1be8,Patrick Temple-Westu,6113,441-92-5827,Scientist,2024-12-01
CUS_0x1c0c,Danielz,51,781-56-5753,Developer,2024-12-01
CUS_0x1c3b,Alexei Anishchukq,39_,596-35-8824,Media_Manager,2024-12-01
CUS_0x1c71,Chiangz,28,829-66-3146,_______,2024-12-01
CUS_0x1ca5,Pav Jordanw,28,562-57-6213,Writer,2024-12-01
CUS_0x1d00,Herbert Lashd,44_,185-89-0354,Teacher,2024-12-01
CUS_0x1d63,Natec,18,836-01-6064,Entrepreneur,2024-12-01
CUS_0x1e17,Stecklowz,21,912-22-4304,Media_Manager,2024-12-01
CUS_0x1e18,Ernestr,50,692-56-4864,Doctor,2024-12-01
CUS_0x1eb6,Jonathan Stempelt,35,459-21-0411,Mechanic,2024-12-01
CUS_0x1f57,Alister Bulld,45,679-39-8293,Lawyer,2024-12-01
CUS_0x1ffd,Carey Gillamg,43_,806-33-9100,Architect,2024-12-01
CUS_0x200a,Danielv,24,965-49-0710,Manager,2024-12-01
