Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x1108,en Klaymano,25,183-66-5001,Accountant,2024-07-01
CUS_0x13b5,Tim Reids,54,023-34-9301,Lawyer,2024-07-01
CUS_0x13b8,ill Rigbyb,29,094-65-0795,Scientist,2024-07-01
CUS_0x144f,Katyad,17,035-27-0594,Engineer,2024-07-01
CUS_0x14ec,Mattp,27,931-56-3569,Media_Manager,2024-07-01
CUS_0x1595,Lucy Hornbyw,40,132-58-0299,Accountant,2024-07-01
CUS_0x15ec,Phile,30,#F%$D@*&8,Manager,2024-07-01
CUS_0x16fd,Padraic Halpinn,34,953-21-5076,Architect,2024-07-01
CUS_0x183d,Whiteb,15_,259-11-0934,Writer,2024-07-01
CUS_0x183e,Alison Griswoldn,41,269-19-5115,Scientist,2024-07-01
CUS_0x1a56,Ninaw,29,804-47-6828,Entrepreneur,2024-07-01
CUS_0x1abe,Scheyderd,45,744-16-3832,Lawyer,2024-07-01
CUS_0x1b02,Jont,53,683-17-8939,Architect,2024-07-01
CUS_0x1b41,Jonesn,39,521-24-8234,Engineer,2024-07-01
CUS_0x1b85,Masoniz,44,912-30-2671,Entrepreneur,2024-07-01
CUS_0x1bb7,Jonathan Stempelz,41,093-84-7831,Entrepreneur,2024-07-01
CUS_0x1c82,Fusen,46,516-03-1114,Entrepreneur,2024-07-01
CUS_0x1cd5,Davej,33,506-15-9619,Developer,2024-07-01
CUS_0x1dbb,Nick Edwardst,28,000-89-8752,_______,2024-07-01
CUS_0x1dd3,Gerryg,24,936-83-6588,Manager,2024-07-01
CUS_0x1e8d,Katyaw,23,545-44-8112,Doctor,2024-07-01
CUS_0x1eae,Golubkoval,47,403-63-5439,Mechanic,2024-07-01
CUS_0x1ebc,Katharinap,43,657-98-2592,Manager,2024-07-01
CUS_0x1fc1,Deightonp,46,517-59-6831,_______,2024-07-01
CUS_0x2031,Scheydere,49,999-28-9483,Musician,2024-07-01
CUS_0x20a3,Rachel Leec,30,838-84-0474,Lawyer,2024-07-01
CUS_0x21b7,Finnl,17,802-21-9380,Musician,2024-07-01
CUS_0x22b9,David Millikenu,45,444-45-1931,Lawyer,2024-07-01
CUS_0x22ba,Alistairj,48,103-76-4368,Architect,2024-07-01
CUS_0x235c,Jessicae,24,322-57-2229,Developer,2024-07-01
CUS_0x248e,Andrea Shalal-Esad,46,154-09-5858,Media_Manager,2024-07-01
CUS_0x24a1,Matt Dailyw,34,029-27-5479,Teacher,2024-07-01
CUS_0x251e,Simon Meadsk,53,744-90-4909,Media_Manager,2024-07-01
CUS_0x2579,Mutikanip,29,276-60-8172,Architect,2024-07-01
CUS_0x259a,Allison Martelly,26,727-40-9990,Journalist,2024-07-01
CUS_0x268f,Stanleyo,54,270-99-3172,Manager,2024-07-01
CUS_0x277e,Lopezh,41,800-81-5647,Engineer,2024-07-01
CUS_0x27d8,Slatert,25,543-78-0671,Scientist,2024-07-01
CUS_0x27e0,Matt Scuffhame,34,626-64-3775,Media_Manager,2024-07-01
CUS_0x28e7,Volcovicij,39,669-94-9890,Engineer,2024-07-01
CUS_0x28f5,Nicola Leskea,56,#F%$D@*&8,Developer,2024-07-01
CUS_0x2a85,Gardneru,40,886-14-0756,_______,2024-07-01
CUS_0x2a9f,Rudegeairy,33,019-67-3375,Lawyer,2024-07-01
CUS_0x2abb,Tomq,32,285-74-9089,Media_Manager,2024-07-01
CUS_0x2ac3,Langel,26,#F%$D@*&8,Lawyer,2024-07-01
CUS_0x2ad1,Margareth,30,787-51-5395,Engineer,2024-07-01
CUS_0x2ad8,Cableu,45,305-23-1369,Manager,2024-07-01
CUS_0x2bce,Jessical,28,362-84-5105,Entrepreneur,2024-07-01
CUS_0x2c31,Yokog,30,680-06-0631,Musician,2024-07-01
CUS_0x2c40,Frankz,25,517-14-0812,Doctor,2024-07-01
CUS_0x2c42,Klaymans,52,826-94-0529,Teacher,2024-07-01
CUS_0x2c4c,Douglas Busvinem,31,134-52-6017,Journalist,2024-07-01
CUS_0x2c4f,Lawrence Whitez,36,552-16-6625,Writer,2024-07-01
CUS_0x2cd4,Daviesk,26,585-10-9106,Engineer,2024-07-01
CUS_0x2d37,Jennifer Sabar,28,126-78-6406,Developer,2024-07-01
CUS_0x2d83,Abhijitn,18_,#F%$D@*&8,Lawyer,2024-07-01
CUS_0x2df7,Phil Wahbaf,18,804-07-5195,Doctor,2024-07-01
CUS_0x2e0c,Dawsony,31,#F%$D@*&8,Musician,2024-07-01
CUS_0x2e5f,Felsenthalc,40,067-86-9905,Musician,2024-07-01
CUS_0x2e96,Carolinex,54,735-57-7317,Writer,2024-07-01
