Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x102e,Rhysn,26,#F%$D@*&8,Scientist,2024-04-01
CUS_0x109d,Langep,45,260-21-1290,Writer,2024-04-01
CUS_0x112e,Sanog,32,981-03-7949,Mechanic,2024-04-01
CUS_0x1183,Barlyna,22,972-42-3182,_______,2024-04-01
CUS_0x1220,Berkowitze,31,#F%$D@*&8,Architect,2024-04-01
CUS_0x1226,Hildebry,52,027-55-0167,_______,2024-04-01
CUS_0x1343,Aubinm,21,443-92-7114,Teacher,2024-04-01
CUS_0x13c7,Asmab,34,305-39-6641,Teacher,2024-04-01
CUS_0x13d5,Camposq,50,604-47-5660,Musician,2024-04-01
CUS_0x1422,Eva Kuehnent,16,#F%$D@*&8,Developer,2024-04-01
CUS_0x14ce,Laul,44,318-82-4117,Musician,2024-04-01
CUS_0x1528,Foow,44,770-63-1122,Entrepreneur,2024-04-01
CUS_0x1534,Ernest Scheyderi,26,764-41-7508,Scientist,2024-04-01
CUS_0x1628,Frostl,33,340-56-9506,Musician,2024-04-01
CUS_0x16cf,Aaron Sheldricka,14,386-77-8198,Architect,2024-04-01
CUS_0x16d4,Sinead Carewq,44,132-82-7348,Developer,2024-04-01
CUS_0x17fb,Sharpi,40,700-02-0618,Teacher,2024-04-01
CUS_0x18ef,Andrea Shalal-Esak,21,136-44-5764,Entrepreneur,2024-04-01
CUS_0x18f7,Emily Stephensont,41,498-86-5960,Musician,2024-04-01
CUS_0x193c,Christiaan Hetzners,25,933-33-8472,_______,2024-04-01
CUS_0x1968,Cezaryq,16_,259-84-4594,Accountant,2024-04-01
CUS_0x1999,Silviob,32_,447-57-2543,Engineer,2024-04-01
CUS_0x1a03,Haggetto,28,692-28-2431,_______,2024-04-01
CUS_0x1a53,Petersono,38_,425-07-1650,Manager,2024-04-01
CUS_0x1a5a,Petes,36,225-82-5288,Lawyer,2024-04-01
CUS_0x1a85,Hughx,30,294-75-4552,Engineer,2024-04-01
CUS_0x1ba2,Torbatib,24,#F%$D@*&8,Scientist,2024-04-01
CUS_0x1c26,Philipo,23,955-54-1229,Entrepreneur,2024-04-01
CUS_0x1c98,Joan Biskupics,19,390-87-7592,Entrepreneur,2024-04-01
CUS_0x1cc3,David Frenchq,56,436-19-3706,Mechanic,2024-04-01
CUS_0x1d15,Dominiquey,35_,721-59-8577,Architect,2024-04-01
