Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x1075,Dorfmanv,39,225-94-8383,Manager,2024-05-01
CUS_0x1185,Groverj,25,238-50-2115,Accountant,2024-05-01
CUS_0x1190,Toonkelc,45,#F%$D@*&8,Media_Manager,2024-05-01
CUS_0x122f,Donovang,236,179-85-5358,Media_Manager,2024-05-01
CUS_0x1233,Tetsushi Kajimotox,51,816-01-8282,Entrepreneur,2024-05-01
CUS_0x1236,Felsenthalq,25,144-88-9752,Scientist,2024-05-01
CUS_0x1249,Soyoung Kimm,32,851-75-4209,Teacher,2024-05-01
CUS_0x125c,Luciae,35,298-95-1359,Manager,2024-05-01
CUS_0x128f,David Gaffenk,32,015-60-0619,Teacher,2024-05-01
CUS_0x131f,Silke Koltrowitzl,46,006-11-7238,Developer,2024-05-01
CUS_0x133b,Bernard Vaughanz,33,072-54-2150,Lawyer,2024-05-01
CUS_0x1382,Olesya Dmitracovaq,45,#F%$D@*&8,Entrepreneur,2024-05-01
CUS_0x148e,N.o,45,942-00-5565,Accountant,2024-05-01
CUS_0x150b,Pete Sweeneyw,21,459-49-6464,Entrepreneur,2024-05-01
CUS_0x15a7,Philippy,22,755-77-1230,Mechanic,2024-05-01
CUS_0x15b4,Virkid,23,648-00-4817,Musician,2024-05-01
CUS_0x15dd,Annq,7490,794-51-3706,Architect,2024-05-01
CUS_0x162f,"""OLeary""""k""",35,170-70-1371,Engineer,2024-05-01
CUS_0x1631,Karen Jacobsy,45,453-64-2565,Mechanic,2024-05-01
CUS_0x17e5,Alison Griswoldo,27,175-33-5803,Scientist,2024-05-01
CUS_0x19c1,Mattq,43,246-36-9292,Teacher,2024-05-01
CUS_0x1a22,Hoytb,29,570-38-5531,Developer,2024-05-01
CUS_0x1a5c,Jedb,40,691-48-1115,_______,2024-05-01
CUS_0x1b55,Matthew Robinsonp,41,468-81-7192,Lawyer,2024-05-01
CUS_0x1b62,Huffstutterh,24,564-56-0485,Developer,2024-05-01
CUS_0x1cb8,Antoniolil,53_,550-64-9594,Mechanic,2024-05-01
CUS_0x1ce6,Gertrude Chavez-Dreyfussy,34,006-25-8423,Journalist,2024-05-01
CUS_0x1d28,Mutikanim,22,075-04-2227,Entrepreneur,2024-05-01
CUS_0x1dab,Jonathan Stempeld,30,#F%$D@*&8,Writer,2024-05-01
CUS_0x1dac,Dhanya Skariachanr,29_,235-35-8527,Mechanic,2024-05-01
CUS_0x1dc4,Doeringr,42,809-45-0364,Journalist,2024-05-01
CUS_0x1e76,Ransdello,20,600-30-3371,Musician,2024-05-01
CUS_0x1e84,Suev,49,000-08-1349,Media_Manager,2024-05-01
CUS_0x1ea8,Deepaz,30,686-34-7861,Teacher,2024-05-01
CUS_0x1f46,Emily Kaiserq,49,361-05-2128,Lawyer,2024-05-01
CUS_0x1f64,Piersonq,41,477-78-7314,Accountant,2024-05-01
CUS_0x1f70,ewich Noelf,55,976-79-4462,Scientist,2024-05-01
CUS_0x1fbe,Barrg,29,325-49-4807,Writer,2024-05-01
CUS_0x1fd1,Marcin Goettigd,32,005-25-5327,Writer,2024-05-01
CUS_0x2004,Henning Gloysteinb,27_,925-81-5909,Entrepreneur,2024-05-01
CUS_0x2009,er Huebnerp,41,572-47-1898,Doctor,2024-05-01
CUS_0x2040,David Jonesv,24,420-67-6873,Entrepreneur,2024-05-01
CUS_0x20a1,Luciana Lopezw,23,212-13-0498,Manager,2024-05-01
CUS_0x218e,Richardu,15,687-39-9703,Accountant,2024-05-01
CUS_0x21c8,Aditi Shrivastavau,45,074-08-0931,Engineer,2024-05-01
CUS_0x2205,Raymondy,18,668-83-2820,Manager,2024-05-01
CUS_0x22b7,Gellert,41,366-16-4398,Doctor,2024-05-01
CUS_0x22e5,Foo Yund,50,253-38-4576,Mechanic,2024-05-01
CUS_0x2306,George Georgiopoulosh,54,260-24-2546,Teacher,2024-05-01
CUS_0x230a,Lashx,48,902-99-6202,_______,2024-05-01
CUS_0x23e5,Liana B.t,15,788-23-1545,_______,2024-05-01
CUS_0x240e,Lukex,37,944-76-1544,Writer,2024-05-01
CUS_0x2452,Juccak,17,144-82-6902,_______,2024-05-01
