Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x1037,Matthewm,45,230-22-9583,Accountant,2023-01-01
CUS_0x1069,Andreas Cremero,32,761-27-5143,Accountant,2023-01-01
CUS_0x114a,Valetkevitchu,43,133-89-5234,Developer,2023-01-01
CUS_0x1184,Cohenq,49,963-76-2464,Lawyer,2023-01-01
CUS_0x1297,Edwardsz,46,#F%$D@*&8,Manager,2023-01-01
CUS_0x12fb,Jeb Blountz,35,006-29-8039,Doctor,2023-01-01
CUS_0x1325,Philipz,27,918-42-0845,Accountant,2023-01-01
CUS_0x1341,Zhuk,47,155-02-9593,Mechanic,2023-01-01
CUS_0x1375,Stanley Whitev,15,841-27-0645,Lawyer,2023-01-01
CUS_0x13a8,Baileyz,41_,918-56-2439,Journalist,2023-01-01
CUS_0x13ef,Lukey,52,767-08-2746,Media_Manager,2023-01-01
CUS_0x1440,Jinq,19,807-69-2993,Teacher,2023-01-01
CUS_0x1443,Saeed Azharq,31,557-52-9177,Lawyer,2023-01-01
CUS_0x145a,Oreskovicb,29,648-17-9617,Lawyer,2023-01-01
CUS_0x1492,en Hirschlerw,36,612-31-0459,Teacher,2023-01-01
CUS_0x153d,Saraht,20,365-79-1629,Accountant,2023-01-01
CUS_0x1567,Tetsushik,31,675-44-1792,Entrepreneur,2023-01-01
CUS_0x15ad,Peterl,27,357-70-0085,Mechanic,2023-01-01
CUS_0x1630,Laurence Fletchery,35,638-52-4307,Writer,2023-01-01
CUS_0x169c,Kevin Grayy,46,329-30-2891,Developer,2023-01-01
CUS_0x169d,Jonathanl,20,282-18-9852,Musician,2023-01-01
CUS_0x16f4,Forgionez,37,#F%$D@*&8,Media_Manager,2023-01-01
CUS_0x1733,Jonathan Cablec,29,055-42-9873,Entrepreneur,2023-01-01
CUS_0x17c7,Philu,53,302-01-7301,Engineer,2023-01-01
CUS_0x181e,Robert Robertssonf,36,949-56-8430,Doctor,2023-01-01
CUS_0x181f,Jonasg,38,552-71-6305,Media_Manager,2023-01-01
CUS_0x182b,Edwinz,47,736-28-6339,Doctor,2023-01-01
CUS_0x18c9,Scott Malonej,48,108-93-2981,_______,2023-01-01
CUS_0x190e,Swethau,21,455-09-3994,Developer,2023-01-01
CUS_0x1920,Robertp,42,350-32-7099,Scientist,2023-01-01
CUS_0x1960,Jasonj,54,072-65-2594,Architect,2023-01-01
CUS_0x19ad,Yokoq,44,881-97-6963,Journalist,2023-01-01
CUS_0x19d1,Sarah Youngj,36,149-03-2551,Scientist,2023-01-01
CUS_0x19e1,Barrt,45,332-57-6366,Journalist,2023-01-01
CUS_0x1a9c,Richwinem,38,898-03-0260,Writer,2023-01-01
CUS_0x1ab3,Ritsukoc,41,446-10-6070,Entrepreneur,2023-01-01
CUS_0x1b42,Natee,43,073-79-8798,Musician,2023-01-01
CUS_0x1b66,Valetkevitchj,34,444-26-5685,Accountant,2023-01-01
CUS_0x1bc4,asil Katzg,49,179-87-9194,Lawyer,2023-01-01
CUS_0x1c09,Ritsukoh,22,365-73-8387,Lawyer,2023-01-01
CUS_0x1c39,Winfreyg,41,243-53-0158,Media_Manager,2023-01-01
CUS_0x1c9c,Dougq,28,#F%$D@*&8,Musician,2023-01-01
CUS_0x1dcf,Adamj,51,181-80-6490,Writer,2023-01-01
CUS_0x1ef5,Lidia Kellyg,-500,663-41-3108,Media_Manager,2023-01-01
CUS_0x1ff5,Paul Taylorw,43,313-93-6872,Accountant,2023-01-01
CUS_0x1ff7,Benf,48,324-29-5086,Developer,2023-01-01
CUS_0x205c,Sveaf,33,658-64-9433,Lawyer,2023-01-01
CUS_0x210f,Farahf,36,522-83-5666,Scientist,2023-01-01
CUS_0x21dc,Tom Miless,42,241-53-8475,Developer,2023-01-01
