Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x1057,David Sheppardv,46_,741-07-3912,Writer,2023-09-01
CUS_0x1169,Janeman Latulb,34,352-87-0792,Lawyer,2023-09-01
CUS_0x117d,Evat,24,812-62-8349,Media_Manager,2023-09-01
CUS_0x1182,Conor Humphriesk,24,117-62-4809,Musician,2023-09-01
CUS_0x11c6,Andreaj,49,170-12-4663,Manager,2023-09-01
CUS_0x1246,Vaughanl,33,609-30-7406,Entrepreneur,2023-09-01
CUS_0x12bf,Tarar,51,235-33-4203,Entrepreneur,2023-09-01
CUS_0x12ec,Guptax,42,836-23-7353,Scientist,2023-09-01
CUS_0x1330,Soyoung Kimc,33,#F%$D@*&8,Media_Manager,2023-09-01
CUS_0x141c,Singh Rossy,43,862-01-8685,Manager,2023-09-01
CUS_0x1430,Chiango,30_,945-49-4517,Doctor,2023-09-01
CUS_0x14d1,Matthewx,28,166-12-0556,Journalist,2023-09-01
CUS_0x14de,Ormsbya,22,656-31-0155,Manager,2023-09-01
CUS_0x14e5,Michael Flahertym,29,836-69-3439,Doctor,2023-09-01
CUS_0x1619,Phil Wahbao,54,683-59-7399,Media_Manager,2023-09-01
CUS_0x1666,Luciaj,50,834-78-2099,Engineer,2023-09-01
CUS_0x16f8,Nate Raymondz,25,107-46-5762,Architect,2023-09-01
CUS_0x180a,Nickk,45,356-18-9501,Media_Manager,2023-09-01
CUS_0x18e2,Iyerw,23,215-30-2338,Architect,2023-09-01
CUS_0x1938,Ian Chuar,24,059-09-5779,_______,2023-09-01
CUS_0x1abc,Ingramk,35,747-88-3394,Journalist,2023-09-01
CUS_0x1be2,Michelley,20,241-28-1551,Architect,2023-09-01
CUS_0x1c70,Carolinel,44,149-05-1316,Scientist,2023-09-01
CUS_0x1c89,Tanyab,17_,794-52-2242,Writer,2023-09-01
CUS_0x1ccf,Nick Brownz,28,450-49-4774,Teacher,2023-09-01
CUS_0x1d56,Laurenti,31,200-30-0736,Media_Manager,2023-09-01
CUS_0x1d64,Estellet,27,589-05-3779,Teacher,2023-09-01
CUS_0x1d86,Rothackerw,25,370-67-4741,Developer,2023-09-01
CUS_0x1e46,Rachelle Younglaio,49,316-05-0824,Writer,2023-09-01
CUS_0x1f2c,Ryan Vlastelicah,27,846-10-4542,Media_Manager,2023-09-01
CUS_0x1f60,Stephen Aldredi,34,526-97-2287,Engineer,2023-09-01
CUS_0x1fa0,Jim Christieg,28,765-58-3710,Lawyer,2023-09-01
CUS_0x2002,Marial,39,823-93-4115,Entrepreneur,2023-09-01
CUS_0x206b,Claras,20,600-69-4533,Entrepreneur,2023-09-01
CUS_0x210d,Laurene,33,667-42-0049,Journalist,2023-09-01
CUS_0x215d,Noah Barkino,43,907-61-7425,Journalist,2023-09-01
CUS_0x219c,Denny Thomase,46,017-01-5532,_______,2023-09-01
CUS_0x21cd,Sarah Whiteb,25,988-34-7804,Journalist,2023-09-01
CUS_0x21f7,Groverw,44,379-35-1984,Manager,2023-09-01
CUS_0x2217,Yueyang Sivac,29,303-33-5518,Musician,2023-09-01
CUS_0x23bf,Sinead Cruisey,28_,520-85-4444,Engineer,2023-09-01
CUS_0x2441,William Jamest,38,558-95-8969,_______,2023-09-01
CUS_0x2488,Richard Hubbardc,26_,593-49-8824,Lawyer,2023-09-01
CUS_0x2491,Alexein,30,202-92-7576,Entrepreneur,2023-09-01
CUS_0x24bf,Deepag,45_,374-80-5615,Engineer,2023-09-01
CUS_0x24f1,Greg Roumeliotisq,28,526-11-1825,Developer,2023-09-01
CUS_0x251a,Emilyi,26,849-10-1285,Mechanic,2023-09-01
CUS_0x2584,Steven C.z,31,742-33-7816,Accountant,2023-09-01
CUS_0x2637,Diane Bartzj,5798_,272-33-1370,Writer,2023-09-01
CUS_0x271b,Soyoungy,23,564-58-0056,Journalist,2023-09-01
CUS_0x2746,Estellen,20,928-40-6983,Manager,2023-09-01
CUS_0x27a3,Simon Falushh,40,#F%$D@*&8,Journalist,2023-09-01
CUS_0x2913,Josephu,54,212-82-4042,Teacher,2023-09-01
CUS_0x297f,enh,25,319-43-4786,Scientist,2023-09-01
CUS_0x29b4,Karenq,23,041-71-4410,Accountant,2023-09-01
CUS_0x29e1,Andrea Shalal-Esan,37,612-08-5420,_______,2023-09-01
CUS_0x29f9,Connora,24,806-26-2787,Media_Manager,2023-09-01
CUS_0x2a25,Baghdjiano,35,234-67-7737,Media_Manager,2023-09-01
CUS_0x2a61,Stepheng,46,753-68-0048,Teacher,2023-09-01
CUS_0x2ac8,Michaelr,32,489-33-3435,Engineer,2023-09-01
CUS_0x2aed,Huwk,44,650-64-2134,Engineer,2023-09-01
CUS_0x2b29,Lionel Laurenti,34,866-60-6396,Writer,2023-09-01
CUS_0x2b60,Rodrigo Camposp,24_,386-57-0586,Writer,2023-09-01
CUS_0x2b77,Longstretho,21,006-36-0111,Doctor,2023-09-01
CUS_0x2bc0,Deepa Seetharamanc,31,337-33-1709,Manager,2023-09-01
CUS_0x2bf1,Lynnleyb,18,432-85-2655,Lawyer,2023-09-01
CUS_0x2c14,Dani,48,022-42-7781,Entrepreneur,2023-09-01
CUS_0x2c81,Leongl,44,754-48-5368,Doctor,2023-09-01
CUS_0x2c9f,Nate Raymondk,16,469-09-7205,Teacher,2023-09-01
CUS_0x2ca3,Karen Brettelli,15,033-64-6829,Scientist,2023-09-01
CUS_0x2d50,Lucia Mutikanio,39_,105-96-2612,Architect,2023-09-01
CUS_0x2d76,Martinnee,51,035-96-6628,Accountant,2023-09-01
CUS_0x2ee6,Jan Strupczewskii,31,178-36-1761,Journalist,2023-09-01
CUS_0x2f39,Emilyg,27,533-29-8899,Manager,2023-09-01
CUS_0x2fb7,Mendoncaq,15,145-34-6936,Lawyer,2023-09-01
CUS_0x2fbe,Deepan,53,723-79-5455,Teacher,2023-09-01
CUS_0x302d,Deepac,19,749-89-9756,Developer,2023-09-01
CUS_0x30a3,Janb,55,602-29-9502,Doctor,2023-09-01
CUS_0x3141,Skariachant,36,884-06-5529,_______,2023-09-01
CUS_0x318e,Uranakaf,33,850-20-0083,Doctor,2023-09-01
CUS_0x3263,Annar,36,157-73-6953,Manager,2023-09-01
CUS_0x329f,Edwardj,37,435-99-9088,Journalist,2023-09-01
CUS_0x32a1,Noeln,55,542-03-2848,Engineer,2023-09-01
CUS_0x32f5,Valetkevitchc,41,149-20-2571,Media_Manager,2023-09-01
CUS_0x3377,Bernie Woodalli,20,532-58-6827,Accountant,2023-09-01
CUS_0x346e,Layner,30,056-47-2468,Media_Manager,2023-09-01
CUS_0x34a3,Greg Roumeliotise,40,423-84-9607,Teacher,2023-09-01
CUS_0x3561,Woodallg,30,169-22-4626,Developer,2023-09-01
CUS_0x35f3,Grant McCoolm,27,956-45-6497,_______,2023-09-01
CUS_0x3663,Gregb,23,904-44-3397,Manager,2023-09-01
CUS_0x36fb,Levineo,32,465-97-6079,Lawyer,2023-09-01
CUS_0x37a4,Gilles Guillaumeh,25,797-48-3371,Entrepreneur,2023-09-01
CUS_0x37dd,Lionel Laurentj,34,205-34-4451,Media_Manager,2023-09-01
CUS_0x37f4,Greg Roumeliotisn,19,871-18-4847,Engineer,2023-09-01
CUS_0x380f,Laurenx,37_,420-92-2201,Mechanic,2023-09-01
CUS_0x3813,Gerry Shihy,30,859-43-6338,Architect,2023-09-01
CUS_0x385a,Lauren Taraf,43,970-60-9789,Entrepreneur,2023-09-01
CUS_0x3881,Vidyac,43,354-99-3306,Engineer,2023-09-01
