Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x1015,Holtono,27,810-97-7024,Journalist,2023-08-01
CUS_0x1032,Wahbap,40_,620-58-8045,Lawyer,2023-08-01
CUS_0x106f,Alwyn Scottk,55,517-96-1022,Developer,2023-08-01
CUS_0x11c0,Bryana,19,534-48-4062,Media_Manager,2023-08-01
CUS_0x1255,Matt Scuffhamx,47,#F%$D@*&8,Scientist,2023-08-01
CUS_0x12ea,Aubine,15,511-49-3728,Doctor,2023-08-01
CUS_0x1326,Camposs,19,994-98-1405,Mechanic,2023-08-01
CUS_0x136c,Mutikanik,56,158-74-4274,Lawyer,2023-08-01
CUS_0x138f,McCranko,30,569-14-9292,Entrepreneur,2023-08-01
CUS_0x13e7,Danielm,36,548-61-8467,Scientist,2023-08-01
CUS_0x143a,Lynch Jonathans,32,782-10-3214,Teacher,2023-08-01
CUS_0x1453,Ailx,48,580-73-5233,Scientist,2023-08-01
CUS_0x1471,Peg Mackeyo,43,#F%$D@*&8,Teacher,2023-08-01
CUS_0x14cf,Philf,29,195-25-5475,Musician,2023-08-01
CUS_0x15c4,Sue Zeidlerd,38,267-54-6899,Journalist,2023-08-01
CUS_0x15f2,Taiga Uranakar,32,708-00-6661,Teacher,2023-08-01
CUS_0x1661,Sams,17,205-56-4253,Doctor,2023-08-01
CUS_0x1676,Jonathanq,22,408-02-4990,Mechanic,2023-08-01
CUS_0x1709,Lukes,49,678-22-5579,Developer,2023-08-01
CUS_0x17c5,Ayesha Rascoek,42,676-90-9901,Engineer,2023-08-01
CUS_0x181a,Andrewr,56,165-48-8166,Mechanic,2023-08-01
CUS_0x1848,Glennl,38,766-42-5182,_______,2023-08-01
CUS_0x1864,Nicky,43,165-11-0805,Journalist,2023-08-01
CUS_0x1869,Tim Hephero,30,716-60-2791,Developer,2023-08-01
CUS_0x18d4,Michele Kambasy,26,#F%$D@*&8,Teacher,2023-08-01
CUS_0x192d,Skariachanc,49,994-28-9986,Engineer,2023-08-01
CUS_0x1930,Rickg,25,990-90-4400,Teacher,2023-08-01
CUS_0x1941,McCrankx,41,652-07-7900,Media_Manager,2023-08-01
CUS_0x1ab9,Aruna Viswanathao,44,915-26-4386,Engineer,2023-08-01
CUS_0x1b4d,Fabii,28,446-41-8824,Mechanic,2023-08-01
CUS_0x1bc0,Angelaj,43,175-36-3847,Teacher,2023-08-01
CUS_0x1bdf,Sotoi,21,568-57-0626,Mechanic,2023-08-01
CUS_0x1c83,Chikako Mogiv,30,544-01-8080,Entrepreneur,2023-08-01
CUS_0x1d1c,Andrea Shalal-Esad,25,993-91-6618,Developer,2023-08-01
CUS_0x1d21,Edwardss,37,515-83-9208,Doctor,2023-08-01
CUS_0x1dc1,raden Reddally,55_,287-97-2627,Musician,2023-08-01
CUS_0x1ec2,Rossr,21,258-93-2064,Scientist,2023-08-01
CUS_0x1f49,Leika Kiharad,32,625-16-2020,Doctor,2023-08-01
CUS_0x1fbb,Ruckerh,45,891-52-4114,Engineer,2023-08-01
CUS_0x2037,Luciaw,28_,346-73-6994,Mechanic,2023-08-01
CUS_0x2083,Maloneb,31,495-33-9893,Lawyer,2023-08-01
CUS_0x20ac,Gregz,44,#F%$D@*&8,Doctor,2023-08-01
CUS_0x2181,Sarah N.u,47,026-64-0196,Teacher,2023-08-01
CUS_0x2238,Pete Sweeneym,24,318-30-9160,Teacher,2023-08-01
CUS_0x22ea,Rodrigo Vigaa,24,602-45-5807,Manager,2023-08-01
CUS_0x23c1,Julien Toyerj,27,338-33-2496,Media_Manager,2023-08-01
CUS_0x2443,Papachristouy,44,502-72-1663,Writer,2023-08-01
CUS_0x248f,Elizabeth Pineauk,30,497-82-1914,Scientist,2023-08-01
CUS_0x2493,Ananthalakshmik,46,468-04-0031,Teacher,2023-08-01
CUS_0x24bb,Catherineu,27,855-99-6125,Developer,2023-08-01
CUS_0x25ce,Taigaz,34,990-90-7626,Teacher,2023-08-01
CUS_0x25f1,Andreasp,52,141-56-0639,Scientist,2023-08-01
CUS_0x2657,Soyoung Kimf,50_,993-35-7624,Scientist,2023-08-01
CUS_0x26be,Silviac,43_,879-76-2190,Musician,2023-08-01
CUS_0x26d4,Caroline Valetkevitchj,39,331-38-2680,Lawyer,2023-08-01
CUS_0x2761,Koh Guid,50,341-59-0640,Manager,2023-08-01
CUS_0x27a9,Dineshz,15,795-61-2352,Developer,2023-08-01
CUS_0x27fb,Chanv,40,410-50-2849,Manager,2023-08-01
CUS_0x288b,Malonec,37,595-50-4347,_______,2023-08-01
CUS_0x2890,Deyo,44,522-59-8579,Doctor,2023-08-01
CUS_0x28b4,Lefterise,33,202-06-5346,Journalist,2023-08-01
CUS_0x28ba,Ianb,37,158-26-3247,Entrepreneur,2023-08-01
CUS_0x28d2,Aman Shahx,26,775-18-7711,Journalist,2023-08-01
CUS_0x2907,David Brettc,21,#F%$D@*&8,Scientist,2023-08-01
CUS_0x2923,Aileen Wangw,19,489-56-6652,Entrepreneur,2023-08-01
CUS_0x294b,Gregc,41,738-96-2913,Entrepreneur,2023-08-01
CUS_0x29d8,Harry Papachristoup,24,#F%$D@*&8,Teacher,2023-08-01
CUS_0x29ef,Stephen Brownz,32,560-72-1726,Entrepreneur,2023-08-01
CUS_0x29fa,Sarah Marshk,23,087-05-4939,Musician,2023-08-01
CUS_0x2a68,Kotokyt,46,835-40-7901,Musician,2023-08-01
CUS_0x2a69,Richard Leongg,53,#F%$D@*&8,Entrepreneur,2023-08-01
CUS_0x2aac,Carlynz,18,439-42-5767,Journalist,2023-08-01
CUS_0x2aff,Dorfmanr,36_,995-63-5427,Lawyer,2023-08-01
CUS_0x2b06,Rodrigov,20,991-63-5601,Manager,2023-08-01
CUS_0x2b58,Annn,33,571-37-0616,Doctor,2023-08-01
CUS_0x2b73,Katzp,36,712-45-6575,Entrepreneur,2023-08-01
CUS_0x2b8a,Lucia Mutikania,45,964-65-9541,_______,2023-08-01
CUS_0x2ba8,Alanu,34,158-66-2244,Teacher,2023-08-01
CUS_0x2be8,Alvarengak,6611,932-31-3250,Mechanic,2023-08-01
CUS_0x2c90,Bryana,20_,347-87-6133,Scientist,2023-08-01
CUS_0x2cf4,Roumeliotisb,28,633-12-4460,Entrepreneur,2023-08-01
CUS_0x2e50,Goldsteine,37,363-62-6314,Journalist,2023-08-01
CUS_0x2ea1,Masterq,46,473-84-4527,Musician,2023-08-01
CUS_0x2ec3,Stefano Rebaudox,32,499-61-1229,Teacher,2023-08-01
CUS_0x2fec,Rebekah Kebedej,41,151-38-6083,Mechanic,2023-08-01
CUS_0x301b,Rhys Jonesg,23,171-02-3830,_______,2023-08-01
CUS_0x301d,Bartk,19,#F%$D@*&8,Writer,2023-08-01
CUS_0x3065,Sebaz,35,893-23-7442,Media_Manager,2023-08-01
CUS_0x30d0,Stempelm,48,369-12-1985,Entrepreneur,2023-08-01
CUS_0x3183,Fletcherx,20,131-23-5866,Engineer,2023-08-01
CUS_0x3190,Caseyw,22,277-05-6095,Doctor,2023-08-01
CUS_0x319c,Taigam,36,592-03-8932,Musician,2023-08-01
CUS_0x3264,Rodrigog,48,215-89-1175,Musician,2023-08-01
CUS_0x32ba,Emilyc,51,208-44-5905,Lawyer,2023-08-01
CUS_0x3325,Catherine Bremerl,19,272-06-8424,Accountant,2023-08-01
CUS_0x3359,Sam Forgionez,24,045-72-2781,Entrepreneur,2023-08-01
CUS_0x34a9,Caroline Copleyh,23,930-81-4240,Mechanic,2023-08-01
CUS_0x34ce,Ethan Bilbyr,37,284-14-5932,Architect,2023-08-01
CUS_0x35fe,Dianeu,29,074-52-8105,Lawyer,2023-08-01
CUS_0x362a,Richard Cowanx,21,086-54-0486,Teacher,2023-08-01
CUS_0x365f,"""""""Michael OBoyle""""v""",41,#F%$D@*&8,_______,2023-08-01
CUS_0x36b0,Sabinaa,31,461-58-4930,Doctor,2023-08-01
CUS_0x36f3,Michael Ermany,39,782-09-3485,Architect,2023-08-01
CUS_0x3787,Kajimotoz,52,986-71-6476,Engineer,2023-08-01
CUS_0x37d5,Foo Yunq,45,065-99-4728,_______,2023-08-01
CUS_0x37ec,Noah Barking,15,#F%$D@*&8,Lawyer,2023-08-01
CUS_0x38b8,Philip Blenkinsopo,49,272-14-6281,Lawyer,2023-08-01
CUS_0x394a,Martinne Gelleru,37,438-68-7121,Media_Manager,2023-08-01
CUS_0x3bd2,Carolines,49,#F%$D@*&8,Lawyer,2023-08-01
CUS_0x3bfd,David Henryy,35,433-96-5472,Journalist,2023-08-01
CUS_0x3cd2,Kanekoj,33,984-94-3425,Journalist,2023-08-01
CUS_0x3d16,Dhanya Skariachans,40,079-17-3731,Musician,2023-08-01
CUS_0x3e34,Amano,18,221-59-5804,Engineer,2023-08-01
CUS_0x3e75,Chucki,35,212-44-4567,Manager,2023-08-01
CUS_0x3faa,Lynchh,18,337-64-7215,Writer,2023-08-01
CUS_0x3fc2,Suzanney,32,474-40-2831,Lawyer,2023-08-01
CUS_0x3fcb,Ro,25,176-28-0406,Writer,2023-08-01
CUS_0x3fe8,Tamim Elyanj,46,289-73-0089,Teacher,2023-08-01
CUS_0x404c,Anjuli Daviesm,30,064-29-9793,Entrepreneur,2023-08-01
CUS_0x4052,Andreax,41,302-67-3713,Manager,2023-08-01
CUS_0x407a,Rothackern,20,250-68-2308,Engineer,2023-08-01
CUS_0x4127,ars,41,505-63-7384,Lawyer,2023-08-01
CUS_0x4148,Jennifer Ablanb,30,222-51-3725,Media_Manager,2023-08-01
CUS_0x4200,Frankelg,20_,414-56-9181,Journalist,2023-08-01
CUS_0x425,Hossein Jasebg,45_,846-76-3543,Lawyer,2023-08-01
CUS_0x4274,Tim Hephera,21,062-44-0758,Engineer,2023-08-01
CUS_0x4287,Mohantyl,22,271-62-6210,Scientist,2023-08-01
CUS_0x42db,Camposr,45,671-61-1523,Architect,2023-08-01
CUS_0x437a,Katya Wachteln,46,599-93-4850,Entrepreneur,2023-08-01
CUS_0x43cf,Lisap,33,480-06-1614,Scientist,2023-08-01
CUS_0x443e,Nadia Damounir,37,010-00-5884,Scientist,2023-08-01
CUS_0x446,Edwardso,44,767-35-3133,Architect,2023-08-01
CUS_0x4460,Daveyx,54,909-64-1351,Accountant,2023-08-01
CUS_0x4482,Nataliex,30,099-19-1105,Mechanic,2023-08-01
CUS_0x44b9,Emmottg,54,886-35-3071,_______,2023-08-01
CUS_0x44d2,Saphira,23,264-15-7342,Journalist,2023-08-01
CUS_0x4563,Durfeen,52,#F%$D@*&8,Media_Manager,2023-08-01
CUS_0x45b,Billk,28,042-96-0101,_______,2023-08-01
CUS_0x45e5,Saeed Azhard,32,872-43-3172,Doctor,2023-08-01
CUS_0x45f1,Charleso,49,900-25-3681,Writer,2023-08-01
CUS_0x4601,Jochelleq,28,777-38-8416,Media_Manager,2023-08-01
CUS_0x46bf,Denisk,40,155-04-1050,Scientist,2023-08-01
CUS_0x46ea,Frostb,19,150-70-3630,Teacher,2023-08-01
CUS_0x4844,erniet,17,621-93-4258,Musician,2023-08-01
CUS_0x48dc,Davidd,5340,414-76-9835,Developer,2023-08-01
CUS_0x4967,Kyle Petersons,23,675-75-3709,Doctor,2023-08-01
CUS_0x4993,Sivay,32,928-18-1535,Journalist,2023-08-01
CUS_0x4999,Spicerl,33,#F%$D@*&8,Accountant,2023-08-01
CUS_0x49fa,Miyoungn,28,417-63-4822,Engineer,2023-08-01
CUS_0x4ab4,raq,39,723-08-9989,Writer,2023-08-01
CUS_0x4ad5,Nanette Byrnesr,34,807-46-4675,Teacher,2023-08-01
CUS_0x4aeb,Yeeq,20,225-20-9809,Architect,2023-08-01
CUS_0x4b44,Nicolai,32,729-43-4990,Journalist,2023-08-01
CUS_0x4b5d,Jacobse,22,457-76-4147,Media_Manager,2023-08-01
CUS_0x4bc0,Lucyr,30_,339-47-9573,Manager,2023-08-01
CUS_0x4cab,Chang-Ran Kimy,-500,423-70-9474,Entrepreneur,2023-08-01
CUS_0x4cf1,Rosss,36,356-73-0844,Writer,2023-08-01
CUS_0x4d01,Onstadh,45,934-29-7409,Engineer,2023-08-01
CUS_0x4d1,Alexs,36,545-55-3554,Developer,2023-08-01
CUS_0x4d71,Yoo Choonsikw,28,237-42-4184,Mechanic,2023-08-01
CUS_0x4d8b,Lucy Hornbyr,54,662-45-6089,Accountant,2023-08-01
CUS_0x4e43,Karen Jacobsy,17_,781-53-2870,Accountant,2023-08-01
CUS_0x4e71,Danielm,19,147-57-4171,Architect,2023-08-01
CUS_0x4ea9,Norihiko Shirouzuz,41,#F%$D@*&8,Entrepreneur,2023-08-01
CUS_0x4f0a,McCooll,19,471-82-7068,Journalist,2023-08-01
CUS_0x4f2f,Sineadr,21,642-18-2647,Engineer,2023-08-01
CUS_0x4f31,Edwardsg,18,586-32-9609,Journalist,2023-08-01
CUS_0x4f49,Saikat Chatterjeez,29,145-21-0380,Engineer,2023-08-01
CUS_0x4fac,Taras,44,339-46-1689,Scientist,2023-08-01
CUS_0x4fb1,Jed Horowitzy,22,157-31-1348,Developer,2023-08-01
CUS_0x4fee,Salioux,26,791-20-6533,Musician,2023-08-01
CUS_0x504e,Emilyf,17,569-84-9250,_______,2023-08-01
CUS_0x5052,Liana B.t,19,103-91-9926,Musician,2023-08-01
CUS_0x506c,Sam Forgionej,49,041-08-8352,Musician,2023-08-01
CUS_0x509d,Jimm,23,620-56-7834,Doctor,2023-08-01
CUS_0x510b,Chris Buckleys,39,908-02-5123,Media_Manager,2023-08-01
CUS_0x5190,Ronald Groverb,51,916-40-9751,Doctor,2023-08-01
CUS_0x51fe,C.i,44,871-93-0711,Developer,2023-08-01
CUS_0x5208,Ann Saphira,22,583-83-1753,Lawyer,2023-08-01
CUS_0x520a,Matt Scuffhamw,25,175-12-3956,Media_Manager,2023-08-01
CUS_0x52dd,Emily Flitterf,25,406-74-7448,Musician,2023-08-01
CUS_0x530e,Rothackern,54,321-09-8273,_______,2023-08-01
CUS_0x5323,delaq,43,371-42-2940,Manager,2023-08-01
CUS_0x5385,N.l,35,583-75-4096,Developer,2023-08-01
CUS_0x5421,Norihikog,-500,742-65-8790,Doctor,2023-08-01
CUS_0x543,Scheyders,45,269-07-0699,Media_Manager,2023-08-01
CUS_0x54be,Soyoung Kimc,37,466-49-5500,Manager,2023-08-01
CUS_0x5537,Nickelp,42,160-41-2527,Scientist,2023-08-01
CUS_0x5587,Freifeldl,36,467-31-3749,Lawyer,2023-08-01
CUS_0x55da,Fletcheru,21,694-46-4281,Entrepreneur,2023-08-01
CUS_0x5606,Caroline Humerq,27,699-76-3461,Entrepreneur,2023-08-01
CUS_0x5628,Alperw,35,208-75-0668,Media_Manager,2023-08-01
CUS_0x5637,Finleyh,30,466-32-4777,Entrepreneur,2023-08-01
CUS_0x568f,Caroline Valetkevitchq,42,653-80-0995,_______,2023-08-01
CUS_0x56b9,Nyambura-Mwauray,30,335-16-7428,Doctor,2023-08-01
CUS_0x56f9,Dis,37,502-99-8860,Doctor,2023-08-01
CUS_0x570b,Levinet,20,453-58-9890,Scientist,2023-08-01
CUS_0x5746,McCrankx,35,384-25-3332,Accountant,2023-08-01
CUS_0x5794,Katharina Bartz,42,201-91-3081,Lawyer,2023-08-01
CUS_0x57f2,Melinda Dickinsonh,46,852-93-7909,Journalist,2023-08-01
CUS_0x57f3,Kristen Haysq,30,577-85-0830,Mechanic,2023-08-01
CUS_0x57f5,Sagarika Jaisinghanik,56,314-89-8569,Journalist,2023-08-01
CUS_0x5817,Economics Correspondentg,20,995-22-6108,Scientist,2023-08-01
CUS_0x5959,Taigav,30,700-76-6380,Developer,2023-08-01
CUS_0x59cf,Matthew Mpoket,34,037-17-2230,Writer,2023-08-01
CUS_0x5a3f,Dineshi,33,818-84-4299,Accountant,2023-08-01
CUS_0x5a9e,Angelao,1733,080-85-0098,Developer,2023-08-01
CUS_0x5b84,Matthieuh,44,911-65-6359,Writer,2023-08-01
CUS_0x5bba,Krolickit,25,210-99-3963,Architect,2023-08-01
CUS_0x5c07,Greg Roumeliotisw,32,568-80-8390,Architect,2023-08-01
CUS_0x5cac,Richardv,25,440-50-2913,Mechanic,2023-08-01
CUS_0x5de2,Bosleyi,37,#F%$D@*&8,Mechanic,2023-08-01
CUS_0x5df5,Chuck Mikolajczakk,22_,697-66-1702,Journalist,2023-08-01
CUS_0x5e0e,Huwp,37,206-60-5869,Teacher,2023-08-01
CUS_0x5e78,Sarah Marshz,41,295-90-0803,Lawyer,2023-08-01
CUS_0x5efc,Gregx,34,485-85-8283,Writer,2023-08-01
CUS_0x5f5a,Julienx,34,862-68-6961,Lawyer,2023-08-01
CUS_0x5fd2,Kokl,51,323-80-3554,Musician,2023-08-01
CUS_0x5fd6,Pedro daj,54,598-79-6237,Manager,2023-08-01
CUS_0x6080,Praveenp,31,773-11-0687,_______,2023-08-01
CUS_0x6084,Leikar,19,908-30-6309,Teacher,2023-08-01
CUS_0x61d4,Langeh,19,554-77-7865,_______,2023-08-01
CUS_0x622e,Noelp,44,336-84-5929,Mechanic,2023-08-01
CUS_0x6240,Rick Rothackerm,30,439-23-4642,Journalist,2023-08-01
CUS_0x6287,yk,24,850-06-1322,Doctor,2023-08-01
CUS_0x628b,Alistair Barrz,26,716-20-2855,Scientist,2023-08-01
CUS_0x6349,Andreik,45,884-18-7863,Scientist,2023-08-01
CUS_0x6400,Drawbaughn,22,510-10-9927,Lawyer,2023-08-01
CUS_0x643c,Poornima Guptar,34,629-29-5016,Teacher,2023-08-01
CUS_0x645f,Sonali Paulm,31,024-45-7185,Developer,2023-08-01
CUS_0x649e,Frank Jackj,23,815-38-6088,Musician,2023-08-01
CUS_0x64d9,Grant McCooln,22_,841-57-7492,Lawyer,2023-08-01
CUS_0x64f1,Michael Ermanl,26,955-39-6420,Entrepreneur,2023-08-01
CUS_0x6543,Palmeru,52,092-21-0873,Musician,2023-08-01
CUS_0x65d7,Andyj,14,974-54-9648,Teacher,2023-08-01
