Customer_ID,Name,Age,SSN,Occupation,snapshot_date
CUS_0x1056,Hornbyb,44,081-93-4350,Entrepreneur,2023-04-01
CUS_0x11fc,Dmitracovaa,30,092-20-3138,Lawyer,2023-04-01
CUS_0x1216,Robin Emmotti,19,256-37-5248,Engineer,2023-04-01
CUS_0x1285,Lauriay,43,540-18-1115,Architect,2023-04-01
CUS_0x12be,Matt Scuffhamv,34,157-93-9714,Engineer,2023-04-01
CUS_0x12c1,Michelek,48,902-44-7100,Manager,2023-04-01
CUS_0x130b,Nicolacib,31,049-83-9018,Writer,2023-04-01
CUS_0x141d,Joew,26,989-82-3003,Journalist,2023-04-01
CUS_0x1431,Lefteris Papadimasq,32,752-76-8063,Mechanic,2023-04-01
CUS_0x148b,Waltero,49,947-71-1861,Architect,2023-04-01
CUS_0x14b4,Ingramp,33,377-94-2974,Engineer,2023-04-01
CUS_0x14ff,Ishchenkox,6991,027-71-3979,Writer,2023-04-01
CUS_0x1537,Michaele,40,540-88-5808,_______,2023-04-01
CUS_0x163c,Julien Toyera,32_,534-12-7952,Media_Manager,2023-04-01
CUS_0x1746,Oliviae,27,064-20-9607,Media_Manager,2023-04-01
CUS_0x1755,Chees,19,728-09-1263,Accountant,2023-04-01
CUS_0x17d1,Niklas Pollardc,22,#F%$D@*&8,Architect,2023-04-01
CUS_0x1894,ernard Vaughanp,33,721-51-0373,Entrepreneur,2023-04-01
CUS_0x18b9,Dan Levinef,27,643-82-1615,Engineer,2023-04-01
CUS_0x1911,Timothyw,39,#F%$D@*&8,_______,2023-04-01
CUS_0x1924,Ross Kerberv,36,043-02-7839,Mechanic,2023-04-01
CUS_0x192f,Luciam,22,952-38-9618,_______,2023-04-01
CUS_0x197f,Aland,39,334-38-7121,Writer,2023-04-01
CUS_0x1a8d,Wohld,31,222-99-8137,Mechanic,2023-04-01
CUS_0x1b0f,Euanp,28,726-95-5073,Accountant,2023-04-01
CUS_0x1b56,Leika Kiharas,20,043-47-6622,Lawyer,2023-04-01
CUS_0x1b59,Alinay,19,491-45-7607,Media_Manager,2023-04-01
CUS_0x1be4,"""""""Silviaz""",23,226-81-3945,Mechanic,2023-04-01
CUS_0x1c5d,Christiaan Hetznerb,19,084-74-2355,Musician,2023-04-01
CUS_0x1cc0,Tom Milesf,27,957-41-7466,Media_Manager,2023-04-01
CUS_0x1cd1,Poornimao,45,949-93-6591,Engineer,2023-04-01
CUS_0x1d7a,Krishnanc,20,252-54-7548,Teacher,2023-04-01
CUS_0x1def,Foov,28,922-25-6106,Accountant,2023-04-01
CUS_0x1e48,Noah Barkinh,48,962-07-8770,Architect,2023-04-01
CUS_0x1e4d,Nicola Leskez,19_,669-94-5422,Entrepreneur,2023-04-01
CUS_0x1e6b,Michaelc,26,299-96-0609,Manager,2023-04-01
CUS_0x1e9b,Taylorb,19,866-51-6415,Writer,2023-04-01
CUS_0x1e9e,Jonathan Stp,16,257-02-5840,Doctor,2023-04-01
CUS_0x1efc,Tomx,35,254-10-3672,Accountant,2023-04-01
CUS_0x1f9e,Joyce Leeo,49,192-60-6723,Manager,2023-04-01
CUS_0x2048,Dmitryo,40,212-55-0432,Developer,2023-04-01
CUS_0x207a,Foo Yunk,25,510-06-5848,Media_Manager,2023-04-01
CUS_0x2084,Ryanl,21,253-72-7758,Architect,2023-04-01
CUS_0x20fe,Calluse,37,820-01-3614,Developer,2023-04-01
CUS_0x2123,Rauchz,19,941-73-1564,Mechanic,2023-04-01
CUS_0x2126,Matt Scuffhamb,21,345-38-9104,Mechanic,2023-04-01
CUS_0x21a1,Jessica Toonkelg,18,452-67-4543,Mechanic,2023-04-01
CUS_0x21c3,Lynnz,8216,612-00-1960,Manager,2023-04-01
CUS_0x2246,Michaell,18,869-97-4157,Media_Manager,2023-04-01
CUS_0x2255,Dolanf,29,692-78-0444,Developer,2023-04-01
CUS_0x2288,Berkrotr,24,092-68-5200,Teacher,2023-04-01
